folio,par,line,color,rays,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26
111r,7,3,,,"2,c^c,c,o",x,"N,c,c,8,9","8,a,x","M,cc,c,8","cc,c,c,N,c,c,9","o,N,c,9","4,o,a,n","4,o,cc,c,8,9","4,o,N,c,a,Z","o,N,c,c,9","N,c,o","c,M,c,c,8,9","4,o,N,c,9",$,$,$,$,$,$,$,$,$,$,$,$
111r,8,1,W,8,"8,c^c,c,9","c^c,c,c,c,N,c,9","4,o,N,c,c^c,c,9","N,c,c,c^c,o,8,9","4,o,N,c,c,9","4,o,N,c,8,9","o,N,a,n","c^c,c,N,a,x","o,N,c,cc,c,8,9","4,o,N,c,cc,c,8,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
111r,8,2,,,"2,a,n","cc,c,N,c,c,9","cc,c,o,2","x,cc,a,x","x,N,c,cc,c,9","o,N,c,c,9","x,N,c,cc,c,8,9","o,M,c,o","8,a,n","cc,a,Z","x,N,9","x,cc,Z","a,n,a,n,Q",$,$,$,$,$,$,$,$,$,$,$,$,$
111r,8,3,,,"2,o","c^c,c,o,Z","o,N,c,c,8,9","o,M,c,c,c,9","4,o,N,c,c,9","4,o,N,c,c,o",2,"cc,c,8,a,Z","a,x,a,x","o,c,N,c,9","o,Y,a,Z","a,m",o,"8,a,m","cc,o,8,9",$,$,$,$,$,$,$,$,$,$,$
111r,9,1,R,8,"2,o,o,m","c^c,c,c,M,c,9","o,M,c,o,8,a,m","cc,c,8,9","o,M,c,8,a,Z","a,i,Z","9,N,c,c,9","c^c,c,8,a,n",x,"cc,c,8,9","4,o,N,c,c,8,9","4,o,M,c,c,8","a,m",$,$,$,$,$,$,$,$,$,$,$,$,$
111r,9,2,,,"8,a,Z","c^c,c,o,8","4,o,N,c,c,9","4,o,N,c,o,8,9","o,M,c,9","x,N,c,c,8,9","cc,x","x,N,c,c,9","8,a,m","cc,c,8,a,Z","cc,c,8,9,M,c,c,8,a,n","o,x,N,a,x",$,$,$,$,$,$,$,$,$,$,$,$,$,$
111r,9,3,,,"4,o,N,c,c,o,x","c^c,c,8,9","4,o,N,c,o,8","cc,c,o,N,c,c,9","c^c,c,a,N,a,Z","c^c,c,N,c,c,9","4,o,M,c,c,2","a,x","8,a,n","cc,c,8,9","4,o,M,a,n","a,x,a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$
111r,10,1,W,8,"2,o,x,N,c,c,8,9","x,N,c,c,8,9","cc,c,N,c,9","Z,N,9","cc,c,9","o,N,c,c,o","cc?,Z","a,x,a,Z","4,o,N,c,c,8,9","4,o,N,c,8,9","4,o,M,c,c,8,9","4,o,8",$,$,$,$,$,$,$,$,$,$,$,$,$,$
111r,10,2,,,"4,o,c,N,c,c,8,9","4,o,N,c,c,cc,9","4,o,M,cc,c,9","cc,M,a,Z","a,Z","cc,N,c,c,9","x,N,a,Z","a,m","cc,c,8,9","4,o,N,c,c,9","4,o,i?,Z,a,n?",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
111r,10,3,,,"c^c,c,o,M,cc,c,8,9","c^c,c,8,a,n","c^c,N,c,9","4,o,N,c,a,m","c^c,N,c,o,8,9","4,o,N,c,c,9","4,o,N,c,c,8,9","cc,N,a,x","cc,c,c,M,c,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
111r,11,1,R,8,"8,c^c,c,c,o,M,c,c,9","4,o,N,c,c,o","x,N,c,c,9","M,c,a,Z","4,o,M,c,c,9","4,o,M,a,n","cc,o,x,N,c,c,c,8,9","x,cc,c,cc,8,9","4,o,N,c,cc,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
111r,11,2,,,"4,o,c,c,c,o",8,"a,n","a,Z","o,x,N,c,c,9","x,N,a,n?","cc,c,8,a","cc,N,a,x","N,c,c,o,8,a,x","c,c,c,2","c,c,o,8,9","4,o,N,c,c,8,9","8,x",$,$,$,$,$,$,$,$,$,$,$,$,$
111r,12,1,W,8,"M,c,o","o,x,N,c,c,o","o,x","x,N,c,c,c,9","o,x,a,n","a,Z","a,N,c,o,Q","4,o,N,a,n","a,x","4,o,N,c,c,o,8","x,N,c,c?,x,N,c,8","M,c,c,8,9",2,$,$,$,$,$,$,$,$,$,$,$,$,$
111r,12,2,,,"9,cc,c,8,x","a,Z","a?,m+?","a,i?,9","8,a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
111r,13,1,R,7,"P2,o,x,a,x","c^c,c,8,a,x","P2,cc,c,8,9","4,o,P1,cc,c,8,9","P2,9,N,c,o,Z","cc,c,c,P1,9","4,o,P2,cc,c,9","o,P2,cc,c,8,a,x","x,P1,cc,c,8,9","P2,cc,a,x",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
111r,13,2,,,"8,a,n","cc,o,x",x,"cc,c,c,o,x","N,c,c,o,x","x,N,c,c,c,8,9","4,o,N,c,c,9",x,"N,c,c,8,9","x,N,c,8,9","o,N,c,a,x","N,a,n","cc,c,N,c,9","x,M,c,8,9",$,$,$,$,$,$,$,$,$,$,$,$
111r,13,3,,,"8,cc,c,8","8,a,m","o,x","o,N,c,c,9","N,c,cc,c,8,9","cc,c,M,c,c,8,9","cc,c,8,a,n","o,M,c,c,8",9,"4,o,N,c,c,8,9","N,c,8",x,"x,M,a,n",$,$,$,$,$,$,$,$,$,$,$,$,$
111r,14,1,W,7,"2,a,m","cc,c,N,c,c,8,9","o,N,a,n","o,M,c,a,n","c^c,o,N","4,o,N,c,cc,8,9","o,N,c,cc,c,8,9","cc,c,8,9","4,o,N,c,c,9","cc,c,a,Q,a,Z",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
111r,14,2,,,"2,a,m","a,x","N,c,c,9","o,N,c,8,a,n","o,M,c,8,9","4,o,N,c,o,N,c,8,9","4,o,N,c,c,8,9","o,M,c,c,o,x,N,c,c,9","o,N,c,c,o",x,"x,a,n","a,x",$,$,$,$,$,$,$,$,$,$,$,$,$,$
111r,14,3,,,"9,cc,c,c,9","Z,a,m","cc,c,o,8,9","4,o,N,c,cc,9","4,o,N,c,c,9","o,N,c,8,9","x,cc,c,8,9","4,o,N,c,c,a,x","8,a,m","o,M,a,Z","a,x",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
111r,14,4,,,"4,o,N,c,o,x","4,o,N,c,c,x","4,o,N,c,c,o,x","cc,o","x,N,c,8,9",x,"cc,c,8,9","cc,c,8,9","cc,c,8,9,M,c,o,N,a,n","cc,c,8,9","x,N,a,Q?","a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$
111r,14,5,,,"o,N,c,c,8,9","x,N,c,c,8,9","x,N,c,8,a,Z","o,N,c,c,8,9","cc,c,8,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
111r,15,1,R,7,"P2,cc,c,8,a,Z","o,M,c,c,o,x","x,N,c,c,8,a,n","o,N,c,a,Q","c^c,c,o","M,c,o,x,N,c,8,a,n","c^c,a,x","N,c,c,9","x,M,c,c,a,x","cc,c,a,x","o,M,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
111r,15,2,,,"o,a,n","a,n","N,c,c,c,9","M,c,c,8","cc,c,?,N,c,c,8","a,Z","o,N,c,c,9","x,N,c,c,c,9","o,N,c,c,o,x,N,c,c,9","x,N,c,c,9","x,N,c,c,8,9","4,o,N,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$
111r,15,3,,,9,"cc,c,c,o","x,N,c,c,9","o,M,c,c,8","x,N,c,c,8,9","o,N,c,c,c^c,c,9","cc,c,9","x,N,a,Z","a,x","o,x,cc,a,x","o,Z","a,m","cc,c,a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$
111r,15,4,,,"c^c,c,c,8,9","4,o,N,c,c,9","c^c,c,c,9","4,o,M,c,c,8,9","4,c,c,a,Z","a,x","cc,c,8,9","o,N,c,c,9","cc,c,8,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
111r,16,1,W,7,"P2,o,c,o,N,c,c,9","x,N,c,c,8,9","M,c,8,a,n","c^c,c,c,M,c,9","4,o,N,c,c,8,9","cc,c,N,c,9","x,P1,cc,9","cc,c,a,x","cc,c,P2,cc,a,Q","8,a,i,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
111r,16,2,,,"8,cc,c,c,9","N,c,c,c,9","4,o","c,N,c,c,9","4,o,N,c,c,9","x,cc,c,8,9","N,c,c,a,Z","o,N,c,c,9","x,N,c,c,8,9","x,N,c,c,9","4,o,N,a,m","o,x",$,$,$,$,$,$,$,$,$,$,$,$,$,$
111r,16,3,,,"o,N,c,c,9",x,"cc,c,8,9","cc,c,c,N,a,n","4,o,N,c,c,o,N,a,n","cc,c,N,c,9","cc,c,a,x,N,a,x","4,o,N,a,n","cc,c,N,c,a,x","x,N,a,x",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
111r,17,1,R,7,"P2,a,x,N,c,c,o","c^c,c,9","cc,c,o,N,c,a,n?","cc,x","N,a,2",2,"a,m","cc,a,Z","?,a,n","a,x","x,N,c,c,8,9","4,o,N,a,x","o,N,cc,9",$,$,$,$,$,$,$,$,$,$,$,$,$
111r,17,2,,,"8,a,i,Z","a,x","4,o,N,c,c,9","4,o,N,a,m","c^c,c,a,x","4,o,N,c,a,n","c^c,c,N,c,9","2,a,n","cc,c,N,c,9","cc,a,Z","a,m","a,x,o,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$
111r,17,3,,,"9,c^c,c","a,m","o,N,c^c,8,9","c^c,N,c,c,9","N,a,n","cc,a,m","a,x,o,x,c^c,c,9","4,o,N,a,m","cc,c,M,c,9","8,a,n",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
111r,17,4,,,"M,a,i,Z","cc,c,N,c,a,m","8,a,i,Z","4,o,N,a,x","o,M,a,n","o,N,a,x",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
111v,1,1,R,8,"N,a,c^c,c,9","4,o,N,a,x","cc,c,N,c,c,a,x","o,P2,cc,c,o,8,a,i,Z","a,x,N,a,n","c^c,c,o,N,a,n","cc,c,o,N","o,N,c,a,x,c^c,c,8,9","Z,a,x,cc,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
111v,1,2,,,"c^c,c,c,N,c,c,9","cc,c,o,x","N,c,c,8,9","4,o,N,a,i,2","c^c,c,c,M,c,9","4,o,N,c,o,x","o,N,c,cc,c,8,9","4,o,N,c,8,9","4,o,P2,cc,c,8,9","4,o,N,c,8,a,Q","cc,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
111v,1,3,,,"8,a,n","cc,c,8,9","c^c,c,8,a,x","o,M,c,8,9","o,M,c,c,o","cc,c,8,9","4,o,N,c,c,9","8,a,n","cc,c,M,c,a,Z","o,M,a,Z","4,o,M,a,n","o,M,a,n,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$
111v,1,4,W,7,"8,a,m","cc,c,9","cc,o,N,c,8,a,i,Z","a,i?,Z","a,x,o,x,c^c,c,8,9","4,o,M,c,8,9","4,o,N,c,8,a,Z","o,M,c,c,8,9","o,N,c,8,9","cc,c,8,9","x,N,a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
111v,1,5,,,"4,o,N,c,c,8",o,"a,m","o,M,c,8,9","4,o,N,c,8,9","cc,c,8,9","4,o,N,c,c,9","4,o,N,c,c,8,9","4,o,N,c,o,x","c^c,c,8,9","4,o,M,c,8,a,x","x,o,x",$,$,$,$,$,$,$,$,$,$,$,$,$,$
111v,1,6,R,7,"o,N,c,c,o","o,N,c,c,o,Z","o,M,c,c,8,9","cc,c,a,x","4,o,N,c,c,9","x,N,c,c,9","cc,o,x",x,"N,a,m","o,M,c,c,8,a,m","a,x?","a,x","N,c,c,8,9,Q",$,$,$,$,$,$,$,$,$,$,$,$,$
111v,1,7,,,"4,o,N,c,c,cc,c,9","4,o,N,a,m","o,M,c,a,m","P1,cc,c,c,o",x,"N,a,n","o,N,c,c,9",x,"x,cc,c,c,8,9","o,M,a,x","N,a,n","cc,c,8,a,n","a,x",$,$,$,$,$,$,$,$,$,$,$,$,$
111v,1,8,W,7,"c^c,o","o,M,cc,c,9","cc,c,o,x","N,c,cc,9","cc,c,M,c,c,9","o,N,a,n","a,x",x,"N,c,c,9","4,o,N,a,n","cc,c,c,N,c,9","cc,c,8,a,Z","a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$
111v,1,9,,,"x,c^c,c,9","c^c,c,8,a,x","o,N,c,a,Z",x,"N,c,8,9","cc,c,o,x,N,c,c,9","x,N,c,9","o,N,c,c,9","4,o,N,c,c,9","4,o,N,c,9","4,o,N,a,n","a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$
111v,1,10,R,7,"2,a,m","c^c,c,8","4,o,N,c^c,c,o","x,o,Z","cc,c,o",x,"o,x","a,m","c^c,c,9","4,o,N,a,n","cc,c,a,Z","4,o,M,c,o,x","c^c,c,M,c,9","x,8,9",$,$,$,$,$,$,$,$,$,$,$,$
111v,1,11,,,"9,x,cc,c,c,9","c^c,c,a,Z","a,m","c^c,c,c,o,Z","o,M,a,n","o,M,c,8,9","4,o,N,a,n","cc,c,8,N,a,n","c^c,c,8,a,i,M,a,n","cc,a,x,8,Q?",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
111v,1,12,,,"4,c,a,Z","a,n","c^c,c,9","o,N,c,c,c,9","4,o,N,a,m","cc,c,c,N,c,9","c^c,o","x,cc,a,x","c^c,c,c,9","c^c,c,N,c,c,9","N,c^c,a,Z,M,a,Z",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
111v,1,13,W,8,"c^c,c,a,m","o,N,a,m","cc,c,N,c,9","cc,c,o,x","N,c,8,9","cc,c,M,a,Z","o,N,a,m","c^c,a,x","x,cc,8,a,x","M,c,8,9","M,a,Z","a,Q,8",$,$,$,$,$,$,$,$,$,$,$,$,$,$
111v,1,14,,,"4,o","cc,c,o,x","4,o,N,a,n","cc,c,a,Z","o,x","a,n","c^c,c,8,9","4,o,M,a,m","4,o,N,c,c,cc,9","o,x,N,c,c,9","x,N,a,m","x,a,x,8,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$
111v,1,14,R,7,"2,a,Z?","c^c,c,o",x,"o,M,a,n","4,o,N,a,m","a,x","N,a,n","cc,c,8,9","o,M,a,x","x,cc,c,8,9","4,o,N,a,n","cc,M,a,x","o,M,a,n","x,x,2",$,$,$,$,$,$,$,$,$,$,$,$
111v,1,15,,,"4,o,N,a,n","c^c,c,o,x","4,o,N,a,n","cc,c,N,c,c,9","cc,c,N,c,c,9","x,cc,c,8,9","o,N,a,Z","a,x","4,o,M,a,x","c^c,c,8,9","o,M,a,n","P1,a,Z","a,m","a,Q",$,$,$,$,$,$,$,$,$,$,$,$
111v,1,16,,,"2,o,x,N,o,n","c^c,c,9","o,N,a,m","c^c,c,c,9","4,o,N,a,n","cc,N,a,x","cc,c,N,c,9","2,a,m","a,Z","x,cc,a,x","c^c,c","o,M,a,n",$,$,$,$,$,$,$,$,$,$,$,$,$,$
111v,1,17,W,7,"M,a,i,2","c^c,c,8,9","4,o,c,c,8,a,m","o,N,a,n","c^c,?,c,9","N,a,m","c^c,c,9","o,M,a,n","a,x,N,a,n",o,x,2,"o,x","8,a,n",$,$,$,$,$,$,$,$,$,$,$,$
111v,1,18,,,"4,o,N,a,m","cc,c,a,x","M,a,n","4,o,N,a,n","c^c,c,9","4,o,N,a,n","cc,a,Z","c^c,c,M,c,c,9","4,o,N,9","cc,9","4,o,N,a,m",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
111v,1,19,,,"c^c,a,n","4,o,N,a,x","c^c,a,Z","4,o,M,c,a,x","4,o,M,a,n","cc,c,8,9","4,o,M,a,n","c^c,c,M,c,9","4,o,N,c^c,c,8,9","4,o,M,a,n","a,Z",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
111v,1,20,R,7,"2,a,i,Z","a,i,Z","a,n","4,o,x","Z,a,Z","a,n","cc,c,c,9","x,N,c,c,9","x,N,a,n","cc,c,o,N,a,n","c^c,c,o","4,o","4,o,N,a,n","cc,c,a,Z","a,x,a,Q",$,$,$,$,$,$,$,$,$,$,$
111v,1,21,,,"2,a,m","9,cc,c,a,Z","o,x,c^c,c,c,9","cc,c,M,a,n","cc,c,8,9","4,o,N,a,n?","o,N,a,n","a,x","cc,a,i","o,N,a,x","cc,c,9","x,N,c,c,c,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$
111v,1,22,W,8,"4,o,N,a,m","c^c,c,c,N,c,9","4,o,N,a,Z","cc,a,x,N,a,n","cc,c,N,c,c,8,9","x,cc,c,o,x","o,N,a,m","4,o,N,a,n","cc,c,o,x","8,a,m","x,o,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
111v,1,23,,,"cc,c,o,8,a,n","4,o,N,a,Z","o,M,a,n","cc,c,8,9","x,N,a,n","cc,c,9","c^c,c,N,c,9","4,o,N,x","cc,c,8,9","4,о̄,N,a,Z","cc,c,M,c,a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
111v,1,24,,,"M,a,i,Z","o,x,cc,c,8,a,Z","c^c,9,N,a,m","cc,8,?",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
111v,2,1,R,7,"P2,o,x,a,Z?,a,Z","o,N,c^c,c,9","4,o,N,a,n","cc,c,9","N,a,x","N,cc,8,9","4,o,P2,cc,c,8,9","4,o,P2,cc,c,9","x,M,cc,2","a,x,P2,cc,8,a,Z",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
111v,2,2,,,"o,x","c^c,c,c,9","M,c^c,c,c,9","o,x,N,a,2","c^c,c,c,9","o,M,a,n","cc,c,2","c^c,9","4,o,N,x","cc,c,9","4,o,N,x","cc,c,o,Z",x,"8,a,Z","x,x,o",$,$,$,$,$,$,$,$,$,$,$
111v,2,3,,,"4,o,Z,cc,?,?","o,N,a,n","cc,c,a,Z","x,N,a,n",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
111v,3,1,W,7,"P2,o,x,N,m","cc,c,o,P2,a,m","o,M,a,n","c^c,c,8,9","P2,cc,c,8,9","o,P2,cc,c,c,8,9","4,o,N,a,n","cc,c,P1,c,c,9","o,M,cc,c,9","x,x,8,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
111v,3,2,,,"c^c,o,N,a,Z","o,N,c,o,N,a,n","c^c,c,c,N,a,n","4,o,N,a,n","cc,c?,cc,c,9","4,o,N,c,c,9","4,c,M,a,n","o,M,a,n","a,Z","x,N,a,?","x,N,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
111v,3,3,R,7,"P2,o,cc,c,9","o,M,c,a,n","cc,c,N,a,n","cc,c,a,x","x,a,n","cc,c,9","4,o,N,a,n","cc,c,9","x,N,a,m","cc,a,x","x,8,9","x,x,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$
111v,3,4,W,7,"M,a,Z","cc,c,9","M,a,n","cc,N,a,2","a,x,N,a,Z","cc,c,9","4,o,x","cc,c,8,9","o,N,a,n","cc,c,9",x,"cc,c,c,9","cc,a,Z,a,i",$,$,$,$,$,$,$,$,$,$,$,$,$
111v,3,5,,,"9,c^c,c,a,x","4?,o,a,i,2","a,n","o,N,a,i","c^c,c,a,n,9","4,o,N,a,i","cc,a,i","a,Q,a,i","cc,c,a,?","cc,a,Z",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
111v,4,1,R,8,"P2,o,x,a,Z","o,N,a,Z","M,c,o,8,9","4,o,N,a,n","M,a,x,o,x","M,a,Z,o,x","o,P2,cc,c,8,9","4,o,M,a,Z","o,M,a,Z","cc,M,a,x","2,a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
111v,4,2,,,"o,a,n","o,N,a,m","cc,c,M,c,9","x,N,a,n","x,cc,c,9","x,c^c,c,N,a,n","4,o,M,a,x","c^c,c,8,9","cc,N,c,c,9","x,N,c,c,c,8","x,N,a,n",9,$,$,$,$,$,$,$,$,$,$,$,$,$,$
111v,4,3,,,"c^c,a,n","o,N,a,m","cc,c,9","4,o,N,a,Z","a,Z","a,Z","a,n","a,x,Z","a,Z","o,x,o,Z",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
111v,5,1,W,8,"P2,o,x,cc,c,9","x,N,a,Z,c^c,a,Z","o,N,a,n","4,o,N,a,n","c^c,a,x,N,x","8,9","M,o,Z","cc,c,9","N,c,c,8,9","x,M,c,c,8,9",Z,"a,x,8,x",$,$,$,$,$,$,$,$,$,$,$,$,$,$
111v,5,2,,,"9,cc,c,c,9","o,a,m","cc,c,c,N,c,c,9","o,M,a,n","4,o,M,x","cc,c,a,Z","cc,c,8,9","4,o,N,c,c,9","o,N,c,c,8,9","x,N,c,c,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
111v,5,3,,,"8,c^c,c,c,9","4,o,N,a,x","cc,c,8,9","cc,c,M,c,9","4,o,N,a,n","cc,c,8,9","x,N,c,c,9","c^c,c,9","4,o,N,a,n","cc,c,8,9","x,cc,8,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
111v,5,4,R,7,"9,N,c,c,c,9","x,N,a,n","cc,c,N,c,9","cc,o,N,a,n","cc,c,N,c,a,x","c^c,c,c,N,c,c,8,9","4,o,N,c,c,9","4,o,N,c,c,8,9","x,cc,2,x",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
111v,5,5,,,"o,M,c,c,9",x,"cc,c,8,9","M,c,c,c,8,9","x,N,c,c,9","o,M,c,c,8,9","o,N,c,8,9","cc,c,8,9","4,o,N,c,c,9","cc,c,c,M,c,9","4,o,M,a,x",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
111v,5,6,,,"cc,c,c,o","x,N,c,c,o","cc,c,a,Z","4,o,N,c,a,n","o,N,c,c,o,Z","cc,c,c,8,9","o,N,a,n","cc,c,8,9","cc,c,8,9","M,c,c,8,9","x,c,c,c,a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
111v,5,7,,,"9,cc,c,o","8,a,m","c^c,c,c,N,9","cc,o,N,c,a,x","c^c,c,c,N,a,Z","o,N,a,m","o,M,a,n","cc,c,a,Z","a,x,o,x,a,m","cc,o,M,a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
111v,5,8,,,"8,a,n","M,c,c,o,8,a,n","cc,c,c,a,x","o,x,a,m","o,Z",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
111v,6,1,W,7,"P2,o,x,x,a,m","o,N,a,n","c^c,c,a,x","P2,cc,c,8,a,n","o,P2,cc,c,9","P2,o,x,c^c,9","o,N,c^c,c,9","o,P2,cc,c,8,9","4,o,P2,cc,a,i,2","a,x,N,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
111v,6,2,,,"2,o,x","cc,c,9","x,N,c,c,9","2,o,x,N,c,c,9","cc,c,N,c,9","o,N,c,c,c,9","x,cc,c,8,9","x,N,c,a,n","cc,c,c,M,c,9","4,o,M,a,n","a,x,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
111v,6,3,,,"2,a,n","cc,c,c,9","4,o,N,c,c,9","cc,c,9","M,a,n","o,x,a,n","o,N,c,c,c,8,9","cc,c,N,a,n","cc,c,N,c,c,9","x,cc,a,Z",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
111v,7,1,R,8,"P2,2,a,x,a,Z","cc,c,c,9","4,c,N,a,x","cc,c,9,N,a,m","M,a,n","cc,a,x","a,x","2,N,a,m","a,N,cc,c,8,9","o,P2,cc,8,a,x","o,P2,cc,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
111v,7,2,,,"2,o,Z?,9","cc,c,c,9","cc,N,a,n","cc,a,x","x,o,Z","c^c,c,c,9","4,o,N,a,n","o,N,a,n","cc,c,9","4,o,N,a,n","o,N,c,c,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
111v,7,3,,,"c^c,a,m","4,o,m+","o,N,a,n","cc,c,9","4,o,N,c,c,c,9","o,N,a,n","cc,c,c,2","a,Z","o,x","x,o,c,c,c,2","o,M,a,n","o,Z",$,$,$,$,$,$,$,$,$,$,$,$,$,$
111v,7,4,,,"2,a,n","cc,c,a,x","cc,c,N,c,9","o,N,a,n","o,N,a,x,a,m","cc,o,M,9","cc,c,N,c,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112r,1,1,R,7,"P1,o,x,cc,c,9","4,o,N,c,c,9","9,N,a,n,Z","Y,a,Z,a,x,x,9","o,M,c,c,8,a,x","o,Z","a,n?","cc,c,P2,c,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112r,1,2,,,"2,a,m","o,a,Z","4,o,x,N,a,m","o,M,a,i?,x","o,x","o,x,a,m","cc,o,x","o,M,a,Z",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112r,1,3,,,"o,Z","cc,c,8,a,Z","cc,c,c,9","o,M,c,c,8,9","o,M,c,c,8,9","o,M,a,m","o,M,9","o,8,9,2",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112r,1,4,,,"4,o,N,c,c,8,9","cc,o,N,a,n","o,M,a,n","o,M,a,Z","cc,c,8,9","M,a,i,Q","o,Z,a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112r,1,5,W,7,"o,M,a,i,2","o,N,o,8,9","o,M,o,8,9","o,M,a,x","o,N,c,c,c,9","o,M,a,Z","a,Q","o,a,n","o,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112r,1,7,,,"cc,c,8,a,x","o,N,c,c,8,9","o,N,c,c,9","4,o,N,c,c,8,9","o,x,N,c,c,8,9","o,M,c,c,9","o,Z","a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112r,1,8,,,"M,a,m","o,x,N,c,c,8,9","4,o,M,c,o",x,a,"c,c,9","N,c,c,9","4,o,N,c,c,9","o,M,c,c,8,9","2,a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112r,1,9,,,"2,a,i,2,o,Z","c,M,c,c,8,9","cc,o,x","4,o,M,cc,c,8,9","8,o,8,9","4,o,N,c,c,c,9","8,a,i,Z","a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112r,1,10,,,"2,a,m","o,x","o,N,c,c,9","4,o,N,c,c,9",o,"cc,c,8,9","M,c,c,8,9","4,o,N,cc,9","4,o,N,a,Z",9?,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112r,1,11,,,"8,a,i,Z","a,x","cc,c,8,9","4,o,8,a,n","8,a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112r,2,1,R,7,"M,cc,c,8,9","4,o,M,c,c,9","4,c,o,x","4,o,N,c,c,9","o,M,c,9","4,o,N,c,c,9","4,o,N,c,8,9","cc,o,M,9?",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112r,2,2,,,"8,c,c,c,8,9","4,o","o,M,cc,c,8,9","cc,8,9","4,o,N,c,c,9","4,o,M,a,n","o,M,c,c,8,9","o,M,c,c,9","Z,o,Z",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
