folio,par,line,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26
,15,1,"8,a,i,2","a,x","cc,c,c,M,c,9","4,o,x","c,c,c,8,9","cc,c,N,c,c,9","o,x,cc,c,9","c^c,c,c,9","4,?,N,c,c,c,9","4,o,N,c,c,8,a,Z","a,x","N,c,c,8,9",,,,,,,,,,,,,,
,W7,2,"2,a,m","o,N,a,n","cc,c,c,9","x,N,a,m","cc,c,a,x","cc,c,o,x","N,c,c,a,Z","4,o,N,c,c,8,9","4,o,N,c,c,9","cc,c,o,N,c,c,8,9","4,o,N,a,x","o,a,Q",,,,,,,,,,,,,,
,16,1,"8,c^c,c,c,9","o,M,c,c,9","cc,c,o,x","M,c,c,8,a,Z","o,N,c,c,8,9","4,o,N,c,c,8,9","cc,c,c,N,c,9","o,M,c,c,9","a,m","o,N,c,c,9","cc,c,9","4,o,N,c,9",,,,,,,,,,,,,,
,R7,2,"2,c^c,c,o,8,a,n","4,o,N,c,c,o","o,N,c,c,9","4,o,N,c^c,c,c,8,9","cc,a,Z,a,n","o,N,c,c,9","4,o,N,c,c,o,x,cc,c,9","o,x,N,c,c,9","o,N,c,c,9","x,a,Z",,,,,,,,,,,,,,,,
,,3,"2,a,m","cc,c,o,x","4,o,N,c,c,8,9","4,o,N,c,c,8,9","cc,c,8,9","4,o,N,c,c,9","cc,c,a,x","x,x,cc,c,9","8,a,m","o,N,c,c,9","4,o,N,c,c,9",,,,,,,,,,,,,,,
,,4,,"o,x,cc,a,Z","o,x,cc,c,8,9","x,c^c,9","o,M,c,8,9",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111r,1,1,"N,cc,o,x,cc,8,a,Z","c^c,a,Z","a,n,P2","cc,c,P2,cc,c,8,9","cc,c,M,a,x,c^c,9","c^c,c,c,N","c^c,c,a,Z","c^c,c,9","Z,o,Z","a,Q","c^c,c,9",,,,,,,,,,,,,,,
,R7,2,"8,o,m","c^c,c,c,N,9","o,N,c,c,9","o,N,c,c,9","4,a,a,x","c^c,c,8,9","o,N,c,c,9","o,M,c,c,9","c^c,c,8,9","cc,c,M,c,9","x,cc,c,o,x","o,M,c,a,n,Q",,,,,,,,,,,,,,
,,3,"8,c^c,c,c,8,9","x,N,c,c,8,9","cc,c,N,c,9","x,cc,c,8,9","4,o,N,c,c,9","4,o,N,c,a,2","cc,a,x","4,o,N,c,c,a,2","cc,c,o,N,c,8,9","2,a,x","x,o,N,a,Q",,,,,,,,,,,,,,,
,,4,"2,a,m","o,M,c,c,8,9","4,o,N,c,c,9","8,a,m","o,N,c,8,a,x","cc,c,8,9","4,o,N,c,8,9",x,"c^c,c,8,9","cc,c,M,c,c,9","o,N,c,c,9","x,o,Z","a,Z","a,x",,,,,,,,,,,,
,,5,"2,a,m","c^c,c,c,N,c^c,9","o,x","c^c,c,8,9","cc,o,N,cc,c,9","x,N,c,9","o,M,a,n",,,,,,,,,,,,,,,,,,,
,2,1,"8,a,n","c^c,c,8,9","4,o,N,9","cc,c,8,9","4,o,N","c^c,c,8","o,x,cc,c,8,9","4,o,N,c,c,8,9","M,c,c,8,9","cc,8,9","N,c,c,8,9","4,o,M,cc,c,8,9","8,o,Z,9",,,,,,,,,,,,,
,W8,2,"2,c^c,c,8,9","4,o,N,c,c,9","cc,c,c,M,c,c,9","o,M,c,c,9","x,cc,c,8,9","cc,o,x","c^c,c,c,o,x","4,o,N,c,o,8,9","Z,a,m","o,M,c,8,9","o,M,a,2","a,m","o,Q",,,,,,,,,,,,,
,3,1,"8,a,m",o,"cc,c,8,a,n","8,o,m","cc,c,c,8,9","4,o,N,c,c,9","4,o,N,c,8,9","cc,c,N,c,c,9","o,M,c^c,c,8,9","x,N,c,c,o,x","x,N,c,c,9","4,o,M,cc,8,9",,,,,,,,,,,,,,
,R8,2,"9,cc,c,c,o,8,a,n","o,N,c,c,o","o,x,cc,c,8,9","x,cc,c,8,9","4,o,N,c,c,9","o,N,c,c,c,8,9","o,N,a,n","cc,c,8,9","cc,c,8,9","M,c,c,9","8,a,x","x,a,Q",,,,,,,,,,,,,,
,4,1,"9,N,c,c,8,a,m","c^c,c,N,a,n","c^c,c,8,9","4,o,N,c,a,Z","o,cc,c,9","Z,c,c,c,9","4,o,N,c,c,9","o,x,a,m+","cc,c,8,9","x,N,c,c,o,8,9","o,Z,a,m","o,M,9",,,,,,,,,,,,,,
,W8,2,"8,c^c,c,9","x,N,c,c,8,9","x,N,c,c,8,9","cc,c,c,8,9","o,M,c,c,8,a,n","c^c,c,c,8,9","a,Z","a,c,N,c,9","c^c,N,a,i?,n?","cc,c,9","8,a,m","8,a,Z,a,Q",,,,,,,,,,,,,,
,,3,"8,c^c,c,c,o","4,o,N,c,c,8,9","o,M,cc,c,8,c,9","x,c^c,c,9","x,N,c,c,9","o,M,c,c,9","4,o,N,c,c,8,9","o,M,c,o,x,a,i,Z","a,Z","c^c,c,8,a,Q","cc,c,a,Q",,,,,,,,,,,,,,,
,5,1,"4,o,c^c,c,o","x,cc,8,9","x,c^c,c,8,9","o,x,N,c,c,c,8,9",x,Z,"a,x","cc,Z","o,Z","8,a,n","c^c,c,9","a,Z,a,n","cc,c,9","M,c,c,9","cc,c,o,8,a,m",,,,,,,,,,,
,R8,2,"8,cc,c,8,a,Z","o,M,c,c,9","x,cc,c,9","9,N,c,c,c,o,2","a,m","c^c,c,a,Z","o,M,c,c,8,9","M,c,8,a,Q","o,M,c,c,9","P2,cc,c,8,c,9","cc,c,8,9","x,cc,c,8,9",,,,,,,,,,,,,,
,,3,"c^c,c,c,o,8,a,Z","a,m","c^c,c,c,9","c^c,c,9","o,M,c,o,8,9","o,M,c,c,8,9","cc,c,9","8,a,m","o,M,c,o,x","o,M,c,8,a,Z","M,a,2","P2,cc,8,a,Q",,,,,,,,,,,,,,
,,4,"8,cc,c,8,c^c,c,9","4,o,N,c,c,8,9","o,N,c,o,8,a,n","c^c,c,M","c^c,c,o,M,a,n,Q","o,M,c,a,x","M,c,9","x,N,c,c,9","c^c,c,c,8,9","c^c,M,a,Z","N,c,c,8,9",,,,,,,,,,,,,,,
,6,1,"o,M,c,2","x,cc,c,9","x,c^c,c,8,9","o,x,cc,c,o,8,9","4,o,N,c,c,9","cc,c,9","N,a,x","cc,c,N,c,c,8,9","o,M,c,c,8","N,c,c,8,9","o,M,a,Q",,,,,,,,,,,,,,,
,W8,2,"8,o,m","c^c,c,c,M,c,c,9","o,M,c,o,8,9","4,o,cc,c,9","4,o,N,c,c,9","cc,c,9","M,c,c,9","4,o,N,c,c,8,9","4,o,N,c,c,8,9","cc,c,a,x","x,o,N,c,c,8,9","x,cc,?,8",,,,,,,,,,,,,,
,,3,"2,a,m","o,N,c,c,o,x","4,o,N,c,c,8,9","x,cc,c,9","x,cc,c,o,c,N,a,Q","o,o,m","cc,c,N,9","4,o,N,c,c,o,8,o,Z","cc,c,c,M,c,8,9","4,o,M,c,8,x","x,o,M,9",,,,,,,,,,,,,,,
,7,1,"4,o,N,c,c,9","4,o,N,c,c,9","x,a,c,8,9","cc,c,c,M,c,9","cc,c,8,c,9","cc,c,o,x","M,c,c,8,9","o,N,c,c,8,9","4,o,N,c,c,8,9","o,N,c,c,9","cc,o","o,x","x,N,a,n,Q",,,,,,,,,,,,,
,R9,2,"8,a,m","o,N,a,Z","a,n","M,c,c,9","o,M,c,c,9","o,Y,o,Z","c^c,c,9","cc,c,9","N,a?","8,c,c,8,9","cc,c,o","8,a,n","c^c,c,c,M","a,Z","a,x",x,"cc,c,o,M,9,8,9",,,,,,,,,
,,3,"2,c^c,c,o",x,"N,c,c,8,9","8,a,x","M,cc,c,8","cc,c,c,N,c,c,9","o,N,c,9","4,o,a,n","4,o,cc,c,8,9","4,o,N,c,a,Z","o,N,c,c,9","N,c,o","c,M,c,c,8,9","4,o,N,c,9",,,,,,,,,,,,
,8,1,"8,c^c,c,9","c^c,c,c,c,N,c,9","4,o,N,c,c^c,c,9","N,c,c,c^c,o,8,9","4,o,N,c,c,9","4,o,N,c,8,9","o,N,a,n","c^c,c,N,a,x","o,N,c,cc,c,8,9","4,o,N,c,cc,c,8,9",,,,,,,,,,,,,,,,
,W8,2,"2,a,n","cc,c,N,c,c,9","cc,c,o,2","x,cc,a,x","x,N,c,cc,c,9","o,N,c,c,9","x,N,c,cc,c,8,9","o,M,c,o","8,a,n","cc,a,Z","x,N,9","x,cc,Z","a,n,a,n,Q",,,,,,,,,,,,,
,,3,"2,o","c^c,c,o,Z","o,N,c,c,8,9","o,M,c,c,c,9","4,o,N,c,c,9","4,o,N,c,c,o",2,"cc,c,8,a,Z","a,x,a,x","o,c,N,c,9","o,Y,a,Z","a,m",o,"8,a,m","cc,o,8,9",,,,,,,,,,,
,9,1,"2,o,o,m","c^c,c,c,M,c,9","o,M,c,o,8,a,m","cc,c,8,9","o,M,c,8,a,Z","a,i,Z","9,N,c,c,9","c^c,c,8,a,n",x,"cc,c,8,9","4,o,N,c,c,8,9","4,o,M,c,c,8","a,m",,,,,,,,,,,,,
,R8,2,"8,a,Z","c^c,c,o,8","4,o,N,c,c,9","4,o,N,c,o,8,9","o,M,c,9","x,N,c,c,8,9","cc,x","x,N,c,c,9","8,a,m","cc,c,8,a,Z","cc,c,8,9,M,c,c,8,a,n","o,x,N,a,x",,,,,,,,,,,,,,
,,3,"4,o,N,c,c,o,x","c^c,c,8,9","4,o,N,c,o,8","cc,c,o,N,c,c,9","c^c,c,a,N,a,Z","c^c,c,N,c,c,9","4,o,M,c,c,2","a,x","8,a,n","cc,c,8,9","4,o,M,a,n","a,x,a,Q",,,,,,,,,,,,,,
,10,1,"2,o,x,N,c,c,8,9","x,N,c,c,8,9","cc,c,N,c,9","Z,N,9","cc,c,9","o,N,c,c,o","cc?,Z","a,x,a,Z","4,o,N,c,c,8,9","4,o,N,c,8,9","4,o,M,c,c,8,9","4,o,8",,,,,,,,,,,,,,
,W8,2,"4,o,c,N,c,c,8,9","4,o,N,c,c,cc,9","4,o,M,cc,c,9","cc,M,a,Z","a,Z","cc,N,c,c,9","x,N,a,Z","a,m","cc,c,8,9","4,o,N,c,c,9","4,o,i?,Z,a,n?",,,,,,,,,,,,,,,
,,3,"c^c,c,o,M,cc,c,8,9","c^c,c,8,a,n","c^c,N,c,9","4,o,N,c,a,m","c^c,N,c,o,8,9","4,o,N,c,c,9","4,o,N,c,c,8,9","cc,N,a,x","cc,c,c,M,c,9",,,,,,,,,,,,,,,,,
,11,1,"8,c^c,c,c,o,M,c,c,9","4,o,N,c,c,o","x,N,c,c,9","M,c,a,Z","4,o,M,c,c,9","4,o,M,a,n","cc,o,x,N,c,c,c,8,9","x,cc,c,cc,8,9","4,o,N,c,cc,9",,,,,,,,,,,,,,,,,
,R8,2,"4,o,c,c,c,o",8,"a,n","a,Z","o,x,N,c,c,9","x,N,a,n?","cc,c,8,a","cc,N,a,x","N,c,c,o,8,a,x","c,c,c,2","c,c,o,8,9","4,o,N,c,c,8,9","8,x",,,,,,,,,,,,,
,12,1,"M,c,o","o,x,N,c,c,o","o,x","x,N,c,c,c,9","o,x,a,n","a,Z","a,N,c,o,Q","4,o,N,a,n","a,x","4,o,N,c,c,o,8","x,N,c,c?,x,N,c,8","M,c,c,8,9",2,,,,,,,,,,,,,
,W8,2,"9,cc,c,8,x","a,Z","a?,m+?","a,i?,9","8,a,Q",,,,,,,,,,,,,,,,,,,,,
,13,1,"P2,o,x,a,x","c^c,c,8,a,x","P2,cc,c,8,9","4,o,P1,cc,c,8,9","P2,9,N,c,o,Z","cc,c,c,P1,9","4,o,P2,cc,c,9","o,P2,cc,c,8,a,x","x,P1,cc,c,8,9","P2,cc,a,x",,,,,,,,,,,,,,,,
,R7,2,"8,a,n","cc,o,x",x,"cc,c,c,o,x","N,c,c,o,x","x,N,c,c,c,8,9","4,o,N,c,c,9",x,"N,c,c,8,9","x,N,c,8,9","o,N,c,a,x","N,a,n","cc,c,N,c,9","x,M,c,8,9",,,,,,,,,,,,
,,3,"8,cc,c,8","8,a,m","o,x","o,N,c,c,9","N,c,cc,c,8,9","cc,c,M,c,c,8,9","cc,c,8,a,n","o,M,c,c,8",9,"4,o,N,c,c,8,9","N,c,8",x,"x,M,a,n",,,,,,,,,,,,,
,14,1,"2,a,m","cc,c,N,c,c,8,9","o,N,a,n","o,M,c,an","c^c,o,N","4,o,N,c,cc,8,9","o,N,c,cc,c,8,9","cc,c,8,9","4,o,N,c,c,9","cc,c,a,Q,a,Z",,,,,,,,,,,,,,,,
,W7,2,"2,a,m","a,x","N,c,c,9","o,N,c,8,a,n","o,M,c,8,9","4,o,N,c,o,N,c,8,9","4,o,N,c,c,8,9","o,M,c,c,o,x,N,c,c,9","o,N,c,c,o",x,"x,a,n","a,x",,,,,,,,,,,,,,
,,3,"9,cc,c,c,9","Z,a,m","cc,c,o,8,9","4,o,N,c,cc,9","4,o,N,c,c,9","o,N,c,8,9","x,cc,c,8,9","4,o,N,c,c,a,x","8,a,m","o,M,a,Z","a,x",,,,,,,,,,,,,,,
,,4,"4,o,N,c,o,x","4,o,N,c,c,x","4,o,N,c,c,o,x","cc,o","x,N,c,8,9",x,"cc,c,8,9","cc,c,8,9","cc,c,8,9,M,c,o,N,a,n","cc,c,8,9","x,N,a,Q?","a,Q",,,,,,,,,,,,,,
,,5,"o,N,c,c,8,9","x,N,c,c,8,9","x,N,c,8,a,Z","o,N,c,c,8,9","cc,c,8,9",,,,,,,,,,,,,,,,,,,,,
,15,1,"P2,cc,c,8,a,Z","o,M,c,c,o,x","x,N,c,c,8,a,n","o,N,c,a,Q","c^c,c,o","M,c,o,x,N,c,8,a,n","c^c,a,x","N,c,c,9","x,M,c,c,a,x","cc,c,a,x","o,M,9",,,,,,,,,,,,,,,
,R7,2,"o,a,n","a,,n","N,c,c,c,9","M,c,c,8","cc,c,?,N,c,c,8","a,Z","o,N,c,c,9","x,N,c,c,c,9","o,N,c,,c,o,x,N,c,c,9","x,N,c,c,9","x,N,c,c,8,9","4,o,N,9",,,,,,,,,,,,,,
,,3,9,"cc,c,c,o","x,N,c,c,9","o,M,c,c,8","x,N,c,c,8,9","o,N,c,c,c^c,c,9","cc,c,9","x,N,a,Z","a,x","o,x,cc,a,x","o,Z","a,m","cc,c,a,Q",,,,,,,,,,,,,
,,4,"c^c,c,c,8,9","4,o,N,c,c,9","c^c,c,c,9","4,o,M,c,c,8,9","4,c,c,a,Z","a,x","cc,c,8,9","o,N,c,c,9","cc,c,8,9",,,,,,,,,,,,,,,,,
,16,1,"P2,o,c,o,N,c,c,9","x,N,c,c,8,9","M,c,8,a,n","c^c,c,c,M,c,9","4,o,N,c,c,8,9","cc,c,N,c,9","x,P1,cc,9","cc,c,a,x","cc,c,P2,cc,a,Q","8,a,i,Q",,,,,,,,,,,,,,,,
,W7,2,"8,cc,c,c,9","N,c,c,c,9","4,o","c,N,c,c,9","4,o,N,c,c,9","x,cc,c,8,9","N,c,c,a,Z","o,N,c,c,9","x,N,c,c,8,9","x,N,c,c,9","4,o,N,a,m","o,x",,,,,,,,,,,,,,
,,3,"o,N,c,c,9",x,"cc,c,8,9","cc,c,c,N,a,n","4,o,N,c,c,o,N,a,n","cc,c,N,c,9","cc,c,a,x,N,a,x","4,o,N,a,n","cc,c,N,c,a,x","x,N,a,x",,,,,,,,,,,,,,,,
,17,1,"P2,a,x,N,c,c,o","c^c,c,9","cc,c,o,N,c,a,n?","cc,x","N,a,2",2,"a,m","cc,a,Z","?,a,n","a,x","x,N,c,c,8,9","4,o,N,a,x","o,N,cc,9",,,,,,,,,,,,,
,R7,2,"8,a,i,Z","a,x","4,o,N,c,c,9","4,o,N,a,m","c^c,c,a,x","4,o,N,c,a,n","c^c,c,N,c,9","2,a,n","cc,c,N,c,9","cc,a,Z","a,m","a,x,o,Q",,,,,,,,,,,,,,
,,3,"9,c^c,c","a,m","o,N,c^c,8,9","c^c,N,c,c,9","N,a,n","cc,a,m","a,x,o,x,c^c,c,9","4,o,N,a,m","cc,c,M,c,9","8,a,n",,,,,,,,,,,,,,,,
,,4,"M,a,i,Z","cc,c,N,c,a,m","8,a,i,Z","4,o,N,a,x","o,M,a,n","o,N,a,x",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111v,1,1,"N,a,c^c,c,9","4,o,N,a,x","cc,c,N,c,c,a,x","o,P2,cc,c,o,8,a,i,Z","a,x,N,a,n","c^c,c,o,N,a,n","cc,c,o,N","o,N,c,a,x,c^c,c,8,9","Z,a,x,cc,9",,,,,,,,,,,,,,,,,
,R8,2,"c^c,c,c,N,c,c,9","cc,c,o,x","N,c,c,8,9","4,o,N,a,i,2","c^c,c,c,M,c,9","4,o,N,c,o,x","o,N,c,cc,c,8,9","4,o,N,c,8,9","4,o,P2,cc,c,8,9","4,o,N,c,8,a,Q","cc,9",,,,,,,,,,,,,,,
,,3,"8,a,n","cc,c,8,9","c^c,c,8,a,x","o,M,c,8,9","o,M,c,c,o","cc,c,8,9","4,o,N,c,c,9","8,a,n","cc,c,M,c,a,Z","o,M,a,Z","4,o,M,a,n","o,M,a,n,Q",,,,,,,,,,,,,,
,W7,4,"8,a,m","cc,c,9","cc,o,N,c,8,a,i,Z","a,i?,Z","a,x,o,x,c^c,c,8,9","4,o,M,c,8,9","4,o,N,c,8,a,Z","o,M,c,c,8,9","o,N,c,8,9","cc,c,8,9","x,N,a,Q",,,,,,,,,,,,,,,
,,5,"4,o,N,c,c,8",o,"a,m","o,M,c,8,9","4,o,N,c,8,9","cc,c,8,9","4,o,N,c,c,9","4,o,N,c,c,8,9","4,o,N,c,o,x","c^c,c,8,9","4,o,M,c,8,a,x","x,o,x",,,,,,,,,,,,,,
,R7,6,"o,N,c,c,o","o,N,c,c,o,Z","o,M,c,c,8,9","cc,c,a,x","4,o,N,c,c,9","x,N,c,c,9","cc,o,x",x,"N,a,m","o,M,c,c,8,a,m","a,x?","a,x","N,c,c,8,9,Q",,,,,,,,,,,,,
,,7,"4,o,N,c,c,cc,c,9","4,o,N,a,m","o,M,c,a,m","P1,cc,c,c,o",x,"N,a,n","o,N,c,c,9",x,"x,cc,c,c,8,9","o,M,a,x","N,a,n","cc,c,8,a,n","a,x",,,,,,,,,,,,,
,W7,8,"c^c,o","o,M,cc,c,9","cc,c,o,x","N,c,cc,9","cc,c,M,c,c,9","o,N,a,n","a,x",x,"N,c,c,9","4,o,N,a,n","cc,c,c,N,c,9","cc,c,8,a,Z","a,Q",,,,,,,,,,,,,
,,9,"x,c^c,c,9","c^c,c,8,a,x","o,N,c,a,Z",x,"N,c,8,9","cc,c,o,x,N,c,c,9","x,N,c,9","o,N,c,c,9","4,o,N,c,c,9","4,o,N,c,9","4,o,N,a,n","a,Q",,,,,,,,,,,,,,
,R7,10,"2,a,m","c^c,c,8","4,o,N,c^c,c,o","x,o,Z","cc,c,o",x,"o,x","a,m","c^c,c,9","4,o,N,a,n","cc,c,a,Z","4,o,M,c,o,x","c^c,c,M,c,9","x,8,9",,,,,,,,,,,,
,,11,"9,x,cc,c,c,9","c^c,c,a,Z","a,m","c^c,c,c,o,Z","o,M,a,n","o,M,c,8,9","4,o,N,a,n","cc,c,8,N,a,n","c^c,c,8,a,i,M,a,n","cc,a,x,8,Q?",,,,,,,,,,,,,,,,
,,12,"4,c,a,Z","a,n","c^c,c,9","o,N,c,c,c,9","4,o,N,a,m","cc,c,c,N,c,9","c^c,o","x,cc,a,x","c^c,c,c,9","c^c,c,N,c,c,9","N,c^c,a,Z,M,a,Z",,,,,,,,,,,,,,,
,W8,13,"c^c,c,a,m","o,N,a,m","cc,c,N,c,9","cc,c,o,x","N,c,8,9","cc,c,M,a,Z","o,N,a,m","c^c,a,x","x,cc,8,a,x","M,c,8,9","M,a,Z","a,Q,8",,,,,,,,,,,,,,
,,14,"4,o","cc,c,o,x","4,o,N,a,n","cc,c,a,Z","o,x","a,n","c^c,c,8,9","4,o,M,a,m","4,o,N,c,c,cc,9","o,x,N,c,c,9","x,N,a,m","x,a,x,8,Q",,,,,,,,,,,,,,
,,14,"2,a,Z?","c^c,c,o",x,"o,M,a,n","4,o,N,a,m","a,x","N,a,n","cc,c,8,9","o,M,a,x","x,cc,c,8,9","4,o,N,a,n","cc,M,a,x","o,M,a,n","x,x,2",,,,,,,,,,,,
,R7,15,"4,o,N,a,n","c^c,c,o,x","4,o,N,a,n","cc,c,N,c,c,9","cc,c,N,c,c,9","x,cc,c,8,9","o,N,a,Z","a,x","4,o,M,a,x","c^c,c,8,9","o,M,a,n","P1,a,Z","a,m","a,Q",,,,,,,,,,,,
,,16,"2,o,x,N,o,n","c^c,c,9","o,N,a,m","c^c,c,c,9","4,o,N,a,n","cc,N,a,x","cc,c,N,c,9","2,a,m","a,Z","x,cc,a,x","c^c,c","o,M,a,n",,,,,,,,,,,,,,
,W7,17,"M,a,i,2","c^c,c,8,9","4,o,c,c,8,a,m","o,N,a,n","c^c,?,c,9","N,a,m","c^c,c,9","o,M,a,n","a,x,N,a,n",o,x,2,"o,x","8,a,n",,,,,,,,,,,,
,,18,"4,o,N,a,m","cc,c,a,x","M,a,n","4,o,N,a,n","c^c,c,9","4,o,N,a,n","cc,a,Z","c^c,c,M,c,c,9","4,o,N,9","cc,9","4,o,N,a,m",,,,,,,,,,,,,,,
,,19,"c^c,a,n","4,o,N,a,x","c^c,a,Z","4,o,M,c,a,x","4,o,M,a,n","cc,c,8,9","4,o,M,a,n","c^c,c,M,c,9","4,o,N,c^c,c,8,9","4,o,M,a,n","a,Z",,,,,,,,,,,,,,,
,R7,20,"2,a,i,Z","a,i,Z","a,n","4,o,x","Z,a,Z","a,n","cc,c,c,9","x,N,c,c,9","x,N,a,n","cc,c,o,N,a,n","c^c,c,o","4,o","4,o,N,a,n","cc,c,a,Z","a,x,a,Q",,,,,,,,,,,
,,21,"2,a,m","9,cc,c,a,Z","o,x,c^c,c,c,9","cc,c,M,a,n","cc,c,8,9","4,o,N,a,n?","o,N,a,n","a,x","cc,a,i","o,N,a,x","cc,c,9","x,N,c,c,c,9",,,,,,,,,,,,,,
,W8,22,"4,o,N,a,m","c^c,c,c,N,c,9","4,o,N,a,Z","cc,a,x,N,a,n","cc,c,N,c,c,8,9","x,cc,c,o,x","o,N,a,m","4,o,N,a,n","cc,c,o,x","8,a,m","x,o,Q",,,,,,,,,,,,,,,
,,23,"cc,c,o,8,a,n","4,o,N,a,Z","o,M,a,n","cc,c,8,9","x,N,a,n","cc,c,9","c^c,c,N,c,9","4,o,N,x","cc,c,8,9","4,о̄,N,a,Z","cc,c,M,c,a,Q",,,,,,,,,,,,,,,
,,24,"M,a,i,Z","o,x,cc,c,8,a,Z","c^c,9,N,a,m","cc,8,?",,,,,,,,,,,,,,,,,,,,,,
,2,1,"P2,o,x,a,Z?,a,Z","o,N,c^c,c,9","4,o,N,a,n","cc,c,9","N,a,x","N,cc,8,9","4,o,P2,cc,c,8,9","4,o,P2,cc,c,9","x,M,cc,2","a,x,P2,cc,8,a,Z",,,,,,,,,,,,,,,,
,R7,2,"o,x","c^c,c,c,9","M,c^c,c,c,9","o,x,N,a,2","c^c,c,c,9","o,M,a,n","cc,c,2","c^c,9","4,o,N,x","cc,c,9","4,o,N,x","cc,c,o,Z",x,"8,a,Z","x,x,o",,,,,,,,,,,
,,3,"4,o,Z,cc,?,?","o,N,a,n","cc,c,a,Z","x,N,a,n",,,,,,,,,,,,,,,,,,,,,,
,3,1,"P2,o,x,N,m","cc,c,o,P2,a,m","o,M,a,n","c^c,c,8,9","P2,cc,c,8,9","o,P2,cc,c,c,8,9","4,o,N,a,n","cc,c,P1,c,c,9","o,M,cc,c,9","x,x,8,9",,,,,,,,,,,,,,,,
,W7,2,"c^c,o,N,a,Z","o,N,c,o,N,a,n","c^c,c,c,N,a,n","4,o,N,a,n","cc,c?,cc,c,9","4,o,N,c,c,9","4,c,M,a,n","o,M,a,n","a,Z","x,N,a,?","x,N,9",,,,,,,,,,,,,,,
,R7,3,"P2,o,cc,c,9","o,M,c,a,n","cc,c,N,a,n","cc,c,a,x","x,a,n","cc,c,9","4,o,N,a,n","cc,c,9","x,N,a,m","cc,a,x","x,8,9","x,x,Q",,,,,,,,,,,,,,
,W7,4,"M,a,Z","cc,c,9","M,a,n","cc,N,a,2","a,x,N,a,Z","cc,c,9","4,o,x","cc,c,8,9","o,N,a,n","cc,c,9",x,"cc,c,c,9","cc,a,Z,a,i",,,,,,,,,,,,,
,,5,"9,c^c,c,a,x","4?,o,a,i,2","a,n","o,N,a,i","c^c,c,a,n,9","4,o,N,a,i","cc,a,i","a,Q,a,i","cc,c,a,?","cc,a,Z",,,,,,,,,,,,,,,,
,4,1,"P2.o,x,a,Z","o,N,a,Z","M,c,o,8,9","4,o,N,a,n","M,a,x,o,x","M,a,Z,o,x","o,P2,cc,c,8,9","4,o,M,a,Z","o,M,a,Z","cc,M,a,x","2,a,Q",,,,,,,,,,,,,,,
,R8,2,"o,a,n","o,N,a,m","cc,c,M,c,9","x,N,a,n","x,cc,c,9","x,c^c,c,N,a,n","4,o,M,a,x","c^c,c,8,9","cc,N,c,c,9","x,N,c,c,c,8","x,N,a,n",9,,,,,,,,,,,,,,
,,3,"c^c,a,n","o,N,a,m","cc,c,9","4,o,N,a,Z","a,Z","a,Z","a,n","a,x,Z","a,Z","o,x,o,Z",,,,,,,,,,,,,,,,
,5,1,"P2,o,x,cc,c,9","x,N,a,Z,c^c,a,Z","o,N,a,n","4,o,N,a,n","c^c,a,x,N,x","8,9","M,o,Z","cc,c,9","N,c,c,8,9","x,M,c,c,8,9",Z,"a,x,8,x",,,,,,,,,,,,,,
,W8,2,"9,cc,c,c,9","o,a,m","cc,c,c,N,c,c,9","o,M,a,n","4,o,M,x","cc,c,a,Z","cc,c,8,9","4,o,N,c,c,9","o,N,c,c,8,9","x,N,c,c,9",,,,,,,,,,,,,,,,
,,3,"8,c^c,c,c,9","4,o,N,a,x","cc,c,8,9","cc,c,M,c,9","4,o,N,a,n","cc,c,8,9","x,N,c,c,9","c^c,c,9","4,o,N,a,n","cc,c,8,9","x,cc,8,9",,,,,,,,,,,,,,,
,R7,4,"9,N,c,c,c,9","x,N,a,n","cc,c,N,c,9","cc,o,N,a,n","cc,c,N,c,a,x","c^c,c,c,N,c,c,8,9","4,o,N,c,c,9","4,o,N,c,c,8,9","x,cc,2,x",,,,,,,,,,,,,,,,,
,,5,"o,M,c,c,9",x,"cc,c,8,9","M,c,c,c,8,9","x,N,c,c,9","o,M,c,c,8,9","o,N,c,8,9","cc,c,8,9","4,o,N,c,c,9","cc,c,c,M,c,9","4,o,M,a,x",,,,,,,,,,,,,,,
,,6,"cc,c,c,o","x,N,c,c,o","cc,c,a,Z","4,o,N,c,a,n","o,N,c,c,o,Z","cc,c,c,8,9","o,N,a,n","cc,c,8,9","cc,c,8,9","M,c,c,8,9","x,c,c,c,a,Q",,,,,,,,,,,,,,,
,,7,"9,cc,c,o","8,a,m","c^c,c,c,N,9","cc,o,N,c,a,x","c^c,c,c,N,a,Z","o,N,a,m","o,M,a,n","cc,c,a,Z","a,x,o,x,a,m","cc,o,M,a,Q",,,,,,,,,,,,,,,,
,,8,"8,a,n","M,c,c,o,8,a,n","cc,c,c,a,x","o,x,a,m","o,Z",,,,,,,,,,,,,,,,,,,,,
,6,1,"P2,o,x,x,a,m","o,N,a,n","c^c,c,a,x","P2,cc,c,8,a,n","o,P2,cc,c,9","P2,o,x,c^c,9","o,N,c^c,c,9","o,P2,cc,c,8,9","4,o,P2,cc,a,i,2","a,x,N,9",,,,,,,,,,,,,,,,
